DebugName, OpType, SelectedBackend, backend_0, backend_1, backend_2, backend_3, est_time_0, est_time_1, est_time_2, est_time_3, invalid_0, invalid_1, invalid_2, invalid_3, 
ios16.relu:68:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00602112, 0.00602112, 0.00602112, 0.00602112, , , , 
ios17.conv:69:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.004835439454133067, 0.09701346779163872, 0.1115866862621668, 0.03919465893783552, , , , 
ios17.conv:70:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002428730812355711, 0.04872764940477885, 0.05604744423838178, 0.01968658210800848, , , , 
ios16.relu:71:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00301056, 0.00301056, 0.00301056, 0.00301056, , , , 
ios17.conv:72:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.003274032214503815, 0.04557880324327124, 0.05242558117865291, 0.01253630062713254, , , , 
ios16.relu:73:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00301056, 0.00301056, 0.00301056, 0.00301056, , , , 
ios17.conv:74:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002419292739250702, 0.04853829325424214, 0.0558296432892689, 0.01961007984593072, , , , 
ios17.add:75:12, ios17.add, "ane", ane, bnns, classic_cpu, mps_graph, 0.0022842232828157, 0.005170923410143014, 0.005947691834594831, 0.003686660490344381, , , , 
ios17.conv:76:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002428730812355711, 0.04872764940477885, 0.05604744423838178, 0.01968658210800848, , , , 
ios16.relu:77:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00301056, 0.00301056, 0.00301056, 0.00301056, , , , 
ios17.conv:78:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.003274032214503815, 0.04557880324327124, 0.05242558117865291, 0.01253630062713254, , , , 
ios16.relu:79:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00301056, 0.00301056, 0.00301056, 0.00301056, , , , 
ios17.conv:80:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002419292739250702, 0.04853829325424214, 0.0558296432892689, 0.01961007984593072, , , , 
ios17.add:81:12, ios17.add, "ane", ane, bnns, classic_cpu, mps_graph, 0.0022842232828157, 0.005170923410143014, 0.005947691834594831, 0.003686660490344381, , , , 
ios17.conv:82:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002428730812355711, 0.04872764940477885, 0.05604744423838178, 0.01968658210800848, , , , 
ios16.relu:83:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00301056, 0.00301056, 0.00301056, 0.00301056, , , , 
ios17.conv:84:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.003274032214503815, 0.04557880324327124, 0.05242558117865291, 0.01253630062713254, , , , 
ios16.relu:85:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00301056, 0.00301056, 0.00301056, 0.00301056, , , , 
ios17.conv:86:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002419292739250702, 0.04853829325424214, 0.0558296432892689, 0.01961007984593072, , , , 
ios17.add:87:12, ios17.add, "ane", ane, bnns, classic_cpu, mps_graph, 0.0022842232828157, 0.005170923410143014, 0.005947691834594831, 0.003686660490344381, , , , 
ios17.conv:88:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.004857461624711422, 0.09745529880955769, 0.1120948884767636, 0.03937316421601696, , , , 
ios16.relu:89:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00602112, 0.00602112, 0.00602112, 0.00602112, , , , 
ios17.conv:90:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.004394095866834067, 0.06117155172123246, 0.07036064842398154, 0.01682503505220419, , , , 
ios16.relu:91:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.00150528, 0.00150528, 0.00150528, 0.00150528, , , , 
ios17.conv:92:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.002014766439222112, 0.04042227824651613, 0.04649445260923618, 0.0163311078907648, , , , 
ios17.conv:93:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.001683123037059981, 0.03376851351237913, 0.03884116925846405, 0.01364290340386598, , , , 
ios16.relu:94:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0012544, 0.0012544, 0.0012544, 0.0012544, , , , 
ios17.conv:95:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.003661746555695056, 0.05097629310102705, 0.05863387368665129, 0.0140208625435035, , , , 
ios16.relu:96:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0012544, 0.0012544, 0.0012544, 0.0012544, , , , 
ios17.conv:97:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.001679190506599561, 0.03368961511632217, 0.03875041886300035, 0.01361102746133358, , , , 
ios17.add:98:12, ios17.add, "ane", ane, bnns, classic_cpu, mps_graph, 0.0009517597011732084, 0.002154551420892923, 0.00247820493108118, 0.001536108537643492, , , , 
ios17.conv:99:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.001683123037059981, 0.03376851351237913, 0.03884116925846405, 0.01364290340386598, , , , 
ios16.relu:100:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0012544, 0.0012544, 0.0012544, 0.0012544, , , , 
ios17.conv:101:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.003661746555695056, 0.05097629310102705, 0.05863387368665129, 0.0140208625435035, , , , 
ios16.relu:102:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0012544, 0.0012544, 0.0012544, 0.0012544, , , , 
ios17.conv:103:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.001679190506599561, 0.03368961511632217, 0.03875041886300035, 0.01361102746133358, , , , 
ios17.add:104:12, ios17.add, "ane", ane, bnns, classic_cpu, mps_graph, 0.0009517597011732084, 0.002154551420892923, 0.00247820493108118, 0.001536108537643492, , , , 
ios17.conv:105:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.001683123037059981, 0.03376851351237913, 0.03884116925846405, 0.01364290340386598, , , , 
ios16.relu:106:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0012544, 0.0012544, 0.0012544, 0.0012544, , , , 
ios17.conv:107:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.003661746555695056, 0.05097629310102705, 0.05863387368665129, 0.0140208625435035, , , , 
ios16.relu:108:12, ios16.relu, "ane", ane, bnns, classic_cpu, mps_graph, 0.0012544, 0.0012544, 0.0012544, 0.0012544, , , , 
ios17.conv:109:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.001679190506599561, 0.03368961511632217, 0.03875041886300035, 0.01361102746133358, , , , 
ios17.add:110:12, ios17.add, "ane", ane, bnns, classic_cpu, mps_graph, 0.0009517597011732084, 0.002154551420892923, 0.00247820493108118, 0.001536108537643492, , , , 
ios17.conv:111:12, ios17.conv, "ane", ane, bnns, classic_cpu, mps_graph, 0.003366246074119962, 0.06753702702475825, 0.0776823385169281, 0.02728580680773195, , , , 
